movieId,title,genres,year,overview,popularity
222817,Seriously Single (2020),Comedy,2020.0,"While her free-living bestie urges her to embrace singlehood, a commitment-craving social media expert can't stop following the life of a former love.",0.4884
222819,Shine Your Eyes (2020),Drama,2020.0,"A Nigerian musician travels to Brazil to search for his estranged brother, who is living a life very different than the one his family thought.",0.3667
222833,Steve-O: Gnarly (2020),Comedy,2020.0,"After a long trip duct taped on the side of a truck from Vegas to Colorado, Steve-O and friends go over his epic life, and the gnarly stunts he has done to get there. Stunts are over the top shock-value but its Steve-O what do you expect?",0.233
222863,The Glorias (2020),Drama,2020.0,"An equal rights crusader, journalist and activist: Gloria Steinem embodies these and more. From her role in the revolutionary women's rights movement to her travels throughout the U.S. and around the world, Steinem has made an everlasting mark on modern history. A nontraditional chronicle of a trailblazing life.",1.4573
222869,Upside-Down Magic (2020),Children|Fantasy,2020.0,"Nory and her best friend Reina enter the Sage Academy for Magical Studies, where Nory’s unconventional powers land her in a class for those with wonky, or “upside-down,” magic. Undaunted, Nory sets out to prove that that upside-down magic can be just as powerful as right-side-up.",2.5514
222907,The Babysitter: Killer Queen (2020),Comedy|Horror,2020.0,"Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.",3.9135
222911,Rising Phoenix (2020),Documentary,2020.0,"Elite athletes and insiders reflect on the Paralympic Games and examine how they impact a global understanding of disability, diversity and excellence.",0.6878
222913,Worth (2020),(no genres listed),2020.0,"Kenneth Feinberg, a powerful D.C. lawyer appointed Special Master of the 9/11 Fund, fights off the cynicism, bureaucracy, and politics associated with administering government funds and, in doing so, discovers what life is worth.",1.2454
222921,Unknown Origins (2020),Comedy|Crime|Fantasy,2020.0,"In Madrid, Spain, a mysterious serial killer ruthlessly murders his victims by recreating the first appearance of several comic book superheroes. Cosme, a veteran police inspector who is about to retire, works on the case along with the tormented inspector David Valentín and his own son Jorge Elías, a nerdy young man who owns a comic book store.",1.088
222949,Summer of 85 (2020),Drama,2020.0,"What do you dream of when you're 16-years-old and in a seaside resort in Normandy in the 1980s? A best friend? A lifelong teen pact? Scooting off on adventures on a boat or a motorbike? Living life at breakneck speed? No. You dream of death. Because you can't get a bigger kick than dying. And that's why you save it till the very end. The summer holidays are just beginning, and this story recounts how Alexis grew into himself.",2.5418
222993,Bheeshma (2020),Drama|Romance,2020.0,"Bheeshma Prasad, a simple meme creator has his life turned around when he wages a war against a powerful agro company that creates harmful chemicals to increase the crop yield and make more money.",0.7517
223005,Phineas and Ferb The Movie: Candace Against the Universe (2020),Animation|Children|Comedy|Sci-Fi,2020.0,"Phineas and Ferb travel across the galaxy to rescue their older sister Candace, who has been abducted by aliens and taken to a utopia in a far-off planet, free of her pesky little brothers.",2.9746
223007,All Together Now (2020),Drama,2020.0,"An optimistic, talented teen clings to a huge secret: she's homeless and living on a school bus. When tragedy strikes, can she learn to accept a helping hand?",4.9197
223027,Class Action Park (2020),Documentary,2020.0,"Class Action Park explores the legend, legacy, and truth behind the 1980s water park in Vernon, New Jersey that long ago entered the realm of myth. Known for its dangerous, unsupervised rides and lack of regulation, guests of Action Park expected to walk away with injuries and were lucky if they made it out alive. Shirking the trappings of nostalgia, the film uses investigative journalism, original animations,  recordings, and interviews with the people who lived it to reveal the true story of Action Park.",0.5546
223031,The Binge (2020),Comedy,2020.0,"In the not-so-distant future, all drinking and drugs have been made completely illegal by the government, except for one night a year. High school seniors Griffin, Hags, and Andrew make a pilgrimage to get to the best party in town where all their dreams will come true. They will have to avoid their crazed principal, violent siblings, and the wild animals roaming the streets.",1.0335
223041,Gabriel's Inferno Part II (2020),Romance,2020.0,"Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",3.056
223081,Green Rush (2020),Action|Drama|Thriller,2020.0,A cannabis farmer and his pregnant lover fight for their lives when ruthless criminals invade their property.,0.4319
223097,What We Found (2020),Thriller,2020.0,"Close friends Marcus and Holly begin their freshman year at a tough public high school in Baltimore County, Maryland. When Cassie, a well liked senior at the school, disappears suspiciously, both of their lives change forever. Together, will they find out what happened to Cassie? And after a dramatic confrontation, will any of them ever be the same?",0.4799
223133,Behind the Line: Escape to Dunkirk (2020),War,2020.0,"Occupied France, 1940. A Nazi Commander discovers one of his prisoners, Danny is a champion boxer. He forces him to fight for his company's entertainment. But the POWs realise they can use these contests, as cover for an audacious breakout, before they re sent to Germany, where escape will be almost impossible. Their fate and freedom may all come down to how long Danny can keep fighting.",0.5056
223137,Black Water: Abyss (2020),Adventure|Horror|Thriller,2020.0,"An adventure-loving couple convince their friends to explore a remote, uncharted cave system in the forests of Northern Australia. With a tropical storm approaching, they abseil into the mouth of the cave, but when the caves start to flood, tensions rise as oxygen levels fall and the friends find themselves trapped. Unknown to them, the storm has also brought in a pack of dangerous and hungry crocodiles.",2.0702
223141,Raat Akeli Hai (2020),Crime|Mystery|Thriller,2020.0,"When a newly married landlord is murdered, a misfit cop’s investigation is complicated by the victim’s secretive family and his own conflicted heart.",1.3881
223143,Shakuntala Devi (2020),Children|Comedy|Drama,2020.0,Based on the life of Shakuntala Devi who is a well-known mathematical genius and calculating progidy from India. She has been nicknamed 'Human Computer' because of her extraordinary talent and skill in solving complex mathematical problems without any mechanical aid.,2.8389
223145,Lootcase (2020),Comedy,2020.0,"Nandan, a middle-class man, finds a suitcase full of money near his workplace and steals it. However, he is soon chased by a police officer, a notorious gangster and a corrupt politician.",6.8636
223147,Spinster (2020),Comedy,2020.0,"After her partner breaks up with her on her 39th birthday, Gaby tackles her fears of loneliness as well as preconceptions of what it means for a woman to be single.",0.3513
223157,John Was Trying to Contact Aliens (2020),Documentary,2020.0,"John Shepherd spent 30 years trying to contact extraterrestrials by broadcasting music millions of miles into space. After giving up the search, he makes a different connection here on earth.",0.2536
223173,You Cannot Kill David Arquette (2020),Documentary,2020.0,"Following his infamous championship as part of a marketing stunt for the film Ready to Rumble, David Arquette is widely known as the most hated man in pro-wrestling worldwide. Nearly 20 years after he ""won"" the initial title, through ups and downs in his career, with his family, and with his struggles with addiction, David Arquette seeks redemption by returning to the ring...for real this time.",1.1303
223187,Ben Platt: Live from Radio City Music Hall (2020),Documentary,2020.0,"Backed by a full band and a ready wit, actor Ben Platt opens up a very personal songbook onstage -- numbers from his debut LP, ""Sing to Me Instead.""",0.6287
223191,Alone (2020),Horror|Thriller,2020.0,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.",3.0802
223204,The French Dispatch (2020),Comedy|Drama|Romance,2020.0,,5.0
223212,Happy Happy Joy Joy: The Ren & Stimpy Story​ (2020),Documentary,2020.0,"Exploring the rise and fall of the groundbreaking animated series ​Ren & Stimpy​ and its controversial creator, John Kricfalusi, through archival footage, show artwork and interviews with the artists, actors and executives behind the show.",0.4637
223222,The War with Grandpa (2020),Children|Comedy,2020.0,"Peter is thrilled that his Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his Grandpa, he wants his room back - so he has no choice but to declare war.",2.5903
223240,Centigrade (2020),Drama|Thriller,2020.0,"A young American couple travel to the arctic mountains of Norway. After pulling over during a snowstorm, they wake up trapped in their SUV, buried underneath layers of snow and ice.",1.1738
223242,Max Winslow and The House of Secrets (2020),Children|Sci-Fi|Thriller,2020.0,Five teenagers compete to win a mansion owned by entrepreneur and scientist Atticus Virtue. To win the teens must face-off against a super computer named HAVEN who controls the mansion.,0.8732
223270,Cat in the Wall (2020),Drama,2020.0,"Cat in the Wall tells the true story of how a cat, stuck in a wall, changes the lives of aspirational migrants, benefit fraudsters and gentrified Brexiteers.",0.1669
223284,Ravage (2020),Horror|Thriller,2020.0,"When a nature photographer explains to the Police how she fought her way out of the Watchatoomy Valley, they dismiss her crazed and violent story as a meth-induced nightmare. But when they discover that she's telling the truth, it's too late.",1.9341
223286,Odd Man Rush (2020),Drama,2020.0,"When Harvard hockey’s Bobby Sanders lands in Sweden’s minor leagues, his relationship with the girl at the local market forces him to confront the reality of his childhood NHL dream before the hockey gods intervene.",0.3894
223292,Uncle Peckerhead (2020),Comedy|Horror,2020.0,"When a punk band scores their first tour, life on the road proves tough when they are joined by a man-eating demon as a roadie.",0.4011
223296,Freaks: You're One of Us (2020),Drama|Fantasy,2020.0,"After having a chance encounter with a mysterious character, Wendy, a young working class mother, discovers that she has super powers.",1.1837
223308,Robin's Wish (2020),Documentary,2020.0,"The final word in the story of what really happened to Robin Williams at the end of his life, focusing on his fight against a deadly neurodegenerative disorder known as Lewy body dementia.",0.6531
223310,The Wife of a Spy (2020),(no genres listed),2020.0,,5.0
223314,A Mermaid in Paris (2020),Drama|Fantasy|Romance,2020.0,A man rescues a mermaid in Paris and slowly falls in love with her.,1.4993
223320,Paydirt (2020),Crime|Thriller,2020.0,"A parolee teams up with his old crew determined to find a buried bag of cash stolen a decade ago from a DEA bust gone bad, while being tracked by a retired Sheriff.",0.6858
223356,Lina from Lima (2020),Drama,2020.0,"It’s Christmas season. Ten years have passed since Lina traveled to Chile to work as a domestic worker away from her son who lives with her grandmother in Peru. Manuel, a former employer, ask her to supervise the construction of a swimming pool for his daughter Clara in his new house. In this half-inhabited space, Lina spends the day taking care of Clara, while at night, she has furtive sexual encounters with strangers that confront her with her deep solitude.",0.2916
223442,Baby Done (2020),Comedy,2020.0,"Wannabe-adventurer Zoe freaks out when she falls pregnant to her long-term boyfriend Tim. As Tim embraces the prospect of fatherhood, Zoe attempts to rush through her dreams.",0.6328
223452,Swimming for Gold (2020),Children,2020.0,"Young elite swimmer Claire is sent to Australia to coach a boys swimming team, where she must overcome an old rival and a secret fear to save the swimming camp from closing.",0.4849
223464,The Owners (2020),Thriller,2020.0,"A group of friends think they found the perfect easy score - an empty house with a safe full of cash. But when the elderly couple that lives there comes home early, the tables are suddenly turned. As a deadly game of cat and mouse ensues, the would-be thieves must fight to save themselves from a nightmare they could never have imagined.",1.0204
223468,Mainstream (2020),Drama|Romance,2020.0,A young woman thinks she’s found a path to internet stardom when she starts making YouTube videos with a charismatic stranger  – until the dark side of viral celebrity threatens to ruin them both.,1.5878
223486,Stage Mother (2020),Comedy|Drama,2020.0,A conservative church-choir director moves from Texas to San Francisco to run her deceased gay son's drag club.,0.8223
223492,12 Hour Shift (2020),Thriller,2020.0,"It's 1999 and over the course of one 12-hour shift at an Arkansas hospital, a junkie nurse, her scheming cousin and a group of black market organ-trading criminals start a heist that could lead to their collective demise.",1.6101
223496,Dark Stories (2020),Horror,2020.0,"Mill Valley, Pennsylvania, Halloween night, 1968. After playing a joke on a school bully, Stella and her friends decide to sneak into a supposedly haunted house that once belonged to the powerful Bellows family, unleashing dark forces that they will be unable to control.",4.2567
223502,Skull (2020),Fantasy|Horror,2020.0,The story of an ancient mask that possesses the human form to commit visceral sacrifices of vengeance for the incarnation of its God.,0.3263
223506,A Ghost Waits (2020),Comedy|Horror,2020.0,"Jack's job is to fix up the house. Spectral agent Muriel's eternal task is to haunt it. They should be enemies, but they become fascinated by one another and eventually smitten, leading them to question everything about their work, lives, and decisions. But as pressure mounts for them to fulfil their duties, something’s got to give for them to have the time together they both so desperately want.",0.0803
223556,V (2020),Action|Crime|Thriller,2020.0,"American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",10.3276
223570,Made in Abyss: Dawn of the Deep Soul (2020),Adventure|Animation|Drama|Fantasy|Mystery|Sci-Fi,2020.0,"A continuation of the epic adventure of plucky Riko and Reg who are joined by their new friend Nanachi. Together they descend into the Abyss' treacherous fifth layer, the Sea of Corpses, and encounter the mysterious Bondrewd, a legendary White Whistle whose shadow looms over Nanachi's troubled past. Bondrewd is ingratiatingly hospitable, but the brave adventurers know things are not always as they seem in the enigmatic Abyss.",3.1663
223580,Residue (2020),Drama,2020.0,"A young filmmaker returns home after many years away, to write a script about his childhood, only to find his neighborhood unrecognizable and his childhood friends scattered to the wind.",0.1187
223582,I WeirDO (2020),Comedy|Romance,2020.0,"Po-Ching is an OCD patient with serious symptoms of mysophobia. His ""quirkiness"" has also isolated him from the general public and people see him as a completely weirdo. Po-Ching goes out for grocery shopping on the 15th of each month. One day, he meets another weirdo.",0.4091
223594,"Love, Guaranteed (2020)",Comedy|Romance,2020.0,A lawyer takes on a new client that wants to sue a dating website because it guarantees love.,1.1896
223602,Let It Snow (2020),Horror|Thriller,2020.0,"Separated from her fiance after sneaking onto a restricted slope, Mia, a free riding snowboarder, must survive not only against nature, but the masked snowmobile rider in black who's out for her blood.",0.7595
223614,Guest House (2020),Comedy,2020.0,"A newly engaged couple finds the home of their dreams and it quickly becomes a nightmare when the previous owner's friend continues squatting in their guest house. It leads to a turf war that ultimately ruins their house, their marriage and their lives.",1.4633
223626,James Veitch: Straight to VHS (2020),Comedy,2020.0,"Presented by Team Coco, James Veitch's comedy special explores technology, retro gaming, and finding love through troubleshooting theory.",0.0791
223638,Feels Good Man (2020),Documentary,2020.0,"When indie comic character Pepe the Frog becomes an unwitting icon of hate, his creator, artist Matt Furie, fights to bring Pepe back from the darkness and navigate America's cultural divide.",0.9093
223820,Tout simplement noir (2020),Comedy,2020.0,A failed 40 year old comedian wants to organize the first Black protests in France but meeting with other French celebrities of the Black community will make it a whole new adventure.,0.9037
223826,The Broken Hearts Gallery (2020),Comedy|Romance,2020.0,"Lucy is a young gallery assistant who collects mementos from her relationships. She discovers that she must let go of her past to move forward, and comes up with a lovely, artistic way to help herself and others who have suffered heartbreak.",1.2985
223828,2 Hearts (2020),Drama,2020.0,"When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.",2.3081
223830,Unpregnant (2020),Drama,2020.0,"After discovering she can’t legally get an abortion in Missouri without her parents’ permission, teenager Veronica convinces her former best friend Bailey to take a road trip to Albuquerque to seek the procedure.",1.3214
223842,From Bedrooms to Billions: The PlayStation Revolution (2020),Documentary,2020.0,"The PlayStation Revolution is an independent documentary feature film that uncovers the incredible story behind the creation of the Sony PlayStation. It is an essential watch for anyone interested in video games and the history of the biggest entertainment industry on earth. The film investigates why Sony decided to enter the video games business, when it was already dominated by both Nintendo and Sega, who not only produced their own hardware but made and published fantastic games. To compete, Sony would not only have to design and build a new piece of hardware, but they would have to find a way to persuade the game development industry to take a chance and develop games for it long before it even came out!",0.1952
223876,My Octopus Teacher (2020),Documentary,2020.0,"After years of swimming every day in the freezing ocean at the tip of Africa, Craig Foster meets an unlikely teacher: a young octopus who displays remarkable curiosity. Visiting her den and tracking her movements for months on end he eventually wins the animal’s trust and they develop a never-before-seen bond between human and wild animal.",1.6997
223896,The Argument (2020),Comedy,2020.0,A couple get into an argument at their cocktail party that escalates until it brings an abrupt end to the festivities. They and their guests decide to re-create the entire night again and again to determine who was right.,0.6893
223910,Fried Barry (2020),Comedy|Horror|Sci-Fi,2020.0,"Barry is a drug-addled, abusive bastard who - after yet another bender - is abducted by aliens. Barry takes a backseat as an alien visitor assumes control of his body and takes it for a joyride through Cape Town. What follows is an onslaught of drugs, sex, and violence as our alien tourist enters the weird and wonderful world of humankind.",0.9437
223918,Shithouse (2020),Comedy|Drama|Romance,2020.0,"Lonely college freshman Alex has closed himself off from his peers, who all appear to have this whole ""college thing"" figured out. But everything changes one night when Alex takes a leap and attends a party at Shithouse - a legendary party fraternity - where he forges a strong connection with Maggie.",0.9928
223920,A Perfectly Normal Family (2020),Drama,2020.0,"Emma has a perfectly normal family until one day it turns out her dad, Thomas, is transgender. As Thomas becomes Agnete, both father and daughter struggle to hold on to what they had while accepting that everything has changed.",0.2314
223922,LX 2048 (2020),Drama|Sci-Fi,2020.0,"In the near future, the sun has become so toxic people can no longer leave their houses in daytime, and normal life is conducted mostly inside the virtual realm. Against this dystopian backdrop, a dying man seeks to ensure the future well-being of his family, while coping with what it means to be human in this new reality.",0.8343
223930,"14 Days, 12 Nights (2020)",Drama,2020.0,"Isabelle Brodeur embarks on a journey to Vietnam, her adopted daughter’s birthplace. Throughout this stunningly beautiful journey, Isabelle discovers her daughter’s country through the eyes of the woman who brought her into this word.",0.237
223936,Switched (2020),Children,2020.0,"Tired of being bullied, Cassandra Evans prays that her nemesis, Katie Sharp, the queen bee of social media, would know what it’s like to walk a day in her shoes. Her prayer is answered in an unexpected way when they get switched.",0.5928
223944,The Social Dilemma (2020),Documentary|Drama,2020.0,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",2.4164
223946,The Bridge Curse (2020),Horror|Mystery|Thriller,2020.0,"Four years after five students mysteriously committed suicide after taking part in a courage test on the ghost bridge in Donghu university, a reporter and a cinematographer are back to that place and try to get everything clear.",1.6184
223948,Small Country: An African Childhood (2020),Drama,2020.0,"Gabriel, aged 10, lives in a comfortable ex-pat neighborhood in Burundi, his ‘small country’. Gabriel is a normal kid, happy, carefree and having adventures with his friends and little sister. Then in 1993, tensions in neighboring Rwanda spill over, threatening his family and his innocence.",0.6563
223962,System K (2020),Documentary,2020.0,"Kinshasa, Democratic Republic of Congo, 2017. In the urban jungle of Kinshasa, amid social and political chaos, an eclectic and bubbling street art scene is emerging.",0.0907
223970,The Bay of Silence (2020),Thriller,2020.0,"Will believes his wife Rosalind is innocent of their son's suspected murder, only to discover the devastating truth behind her past links her to another unsolved crime.",1.1889
223988,Antebellum (2020),Horror,2020.0,Successful author Veronica finds herself trapped in a horrifying reality and must uncover the mind-bending mystery before it's too late.,1.8598
223992,Qarakoz (2020),Horror,2020.0,"The horror story, imbued with the search for the true evil in this world. The most ancient legends of folklore will be recreated from the ancient beliefs about the otherworldly evil of the Kazakh region. Retelling again, they will merge into the realities of our days. We will see Zhestyrnak, Zhalmauyz Kempir and the Ghost from the Kapchagai highway. In their appearance, the heroes of the film will try to recognize the authenticity of evil, which for centuries has cooled blood and deprived of life. But the bitterness of truth itself will find them - ""There is no worse in the world - man.""",0.1741
223996,Fatima (2020),Children|Drama,2020.0,"In 1917, outside the parish of Fátima, Portugal, a 10-year-old girl and her two younger cousins witness multiple visitations of the Virgin Mary, who tells them that only prayer and suffering will bring an end to World War I.  As secularist government officials and Church leaders try to force the children to recant their story, word of the sighting spreads across the country, inspiring religious pilgrims to flock to the site in hopes of witnessing a miracle..",1.3589
224022,SOL (2020),Comedy,2020.0,"Sol, a famous Argentine Tango performer, has lived in Buenos Aires for many years. Behind her excessive temper and her glowing smile, the Diva hides an injury from which she never really recovered: the loss of her only son, Raphaël.",0.2576
224024,Memory House (2020),Drama|Fantasy,2020.0,"An older man begins to work in a modern dairy factory. He feels distant and does not identify with the place, the people and even the society. Little by little, he is approaching cows and oxen, transforming into an animal and returning to his ancestry.",0.3214
224028,Save Yourselves! (2020),Comedy|Sci-Fi,2020.0,"A young Brooklyn couple head upstate to disconnect from their phones and reconnect with themselves. Cut off from their devices, they miss the news that the planet is under attack.",0.9005
224030,Me contro Te: Il film - La vendetta del Signor S (2020),Children|Comedy,2020.0,"A young couple who makes popular YouTube videos for children sets out to win an award, but an evil mastermind stands in the way of their success.",0.462
224032,Rebecca (2020),Drama|Mystery|Romance|Thriller,2020.0,"After a whirlwind romance with a wealthy widower, a naïve bride moves to his family estate but can't escape the haunting shadow of his late wife.",2.9367
224046,Banksy and the Rise of Outlaw Art (2020),Documentary,2020.0,"Banksy is the world's most infamous street artist, whose political art, criminal stunts and daring invasions have outraged the establishment for over two decades. Featuring rare interviews with Banksy, this is the story of how an outlaw artist led a revolutionary new movement and built a multi-million dollar empire, while his identity remained shrouded in mystery.",0.3135
224052,Wolfwalkers (2020),Adventure|Animation|Drama,2020.0,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",3.7197
224120,Monstrous (2020),Horror,2020.0,"A young woman goes searching for answers after her friend mysteriously vanishes in Whitehall, NY, an Adirondack town known for its Bigfoot sightings. She quickly learns that hiding in the woods is an evil more sinister than she could ever imagine.",0.4341
224124,Kill It and Leave This Town (2020),Animation,2020.0,"Fleeing from despair after losing those dearest to him, the hero hides in a safe land of memories, where time stands still and all those dear to him are alive.",0.3025
224128,Abominable (2020),Horror,2020.0,"A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.",4.1662
224156,Pretending I'm a Superman: The Tony Hawk Video Game Story (2020),Documentary,2020.0,"The story of the skaters and developers who came together to create one of the best-selling games of all time, changing the skateboarding scene and pop culture forever.",0.2918
224174,The Monopoly of Violence (2020),Documentary,2020.0,"As anger and resentment grow in the face of social inequalities, many citizens-led protests are being repressed with an ever-increasing violence. In this documentary, David Dufresne gathers a panel of citizens to question, exchange and confront their views on the social order and the legitimacy of the use of force by the State.",0.3609
224176,Cherkasy (2020),Action|Drama|War,2020.0,"The crew of Ukrainian NAVY minesweeper U311 ""Cherkasy"" is resisting seizure of the vessel by Russian army in Crimea in 2014.",0.5401
224184,Groeten van Gerri (2020),Comedy,2020.0,"While everyone is at home because of the Corona virus, chemistry teacher Gerri van Vlokhoven goes viral in his not-so-white underwear.",0.1614
224200,The Ties (2020),Drama,2020.0,"Naples, early 1980s. The strained marriage between Aldo and Vanda is fractured one evening when Aldo admits, unprompted, his infidelity. Equally hurt and bewildered, Vanda attempts to hide her pain from the couple's two school-age kids, lest they discover that their cramped apartment is not a home of trust and love. 30 years later, Aldo and Vanda are still tied together, but their relationship with each other and their children continues to be defined by what happened all those years ago.",0.6502
224202,Apples (2020),Comedy|Drama,2020.0,"As an unpredictable, sweeping pandemic causes people to develop sudden amnesia, a man finds himself enrolled in a recovery program designed to help him build a new life. His treatment: performing daily tasks prescribed by his doctors on cassette tape, and capturing those with a Polaroid camera.",0.4467
224204,Milestone (2020),Drama,2020.0,"As soon as veteran driver Ghalib’s truck touches the 500,000 kilometers mark - a record at his company - he is struck by a sudden pain in his back. As Ghalib struggles with this ache, an existential threat begins to overwhelm him when he is asked to train a young new driver.",0.1775
224206,The Human Voice (2020),Drama,2020.0,A woman watches time pass beside the suitcases of her ex-lover (who is supposed to come pick them up but never arrives) and a restless dog who doesn't understand that his master has abandoned him.,0.7608
224208,"Quo vadis, Aida? (2020)",Drama|War,2020.0,"Bosnia, July 1995. Aida is a translator for the UN in the small town of Srebrenica. When the Serbian army takes over the town, her family is among the thousands of citizens looking for shelter in the UN camp. As an insider to the negotiations Aida has access to crucial information that she needs to interpret. What is at the horizon for her family and people – rescue or death? Which move should she take?",1.0004
224210,Lovers (2020),Drama|Thriller,2020.0,"Set in Paris the story follows Lisa, who, while on vacation with her husband, rekindles a passionate affair with her ex-boyfriend. But that may lead to a murder.",0.6486
224212,Rent-A-Pal (2020),Horror|Thriller,2020.0,"Set in 1990, a lonely bachelor named David searches for an escape from the day-to-day drudgery of caring for his aging mother.  While seeking a partner through a video dating service, he discovers a strange VHS tape called Rent-A-Pal. Hosted by the charming and charismatic Andy, the tape offers him much-needed company, compassion, and friendship. But Andy's friendship comes at a cost, and David desperately struggles to afford the price of admission.",0.6853
224214,The Island of Lies (2020),Drama|Mystery|Thriller,2020.0,"Galicia, northern Spain, January 2, 1921. The steamship Santa Isabel, sailing towards Argentina with more than two hundred emigrants on board, sinks off the coast of Sálvora Island. Three island women, María, Josefa and Cipriana, who have bravely set sail aboard a fragile skiff to save the shipwrecked, are treated as heroes by the cynical authorities; but León, an inquisitive and tenacious Argentinean journalist, starts asking uncomfortable questions.",0.3966
224216,Beckman (2020),Action,2020.0,"A contract killer, becomes the reverend of a LA church, until a cult leader and his minions kidnap his daughter. Blinded by vengeance, he cuts a bloody path across the city. The only thing that can stop him is his newfound faith.",0.7203
224220,Freaky (2020),Comedy|Horror|Thriller,2020.0,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",2.2634
224222,Aalto - Architect of Emotions (2020),Documentary,2020.0,"Aalto is one of the greatest names in modern architecture and design, Aino and Alvar Aalto gave their signature to iconic Scandic design. The first cinematic portrait of their life love story is an enchanting journey of their creations and influence around the world.",0.4416
224232,No Ordinary Man (2020),Documentary,2020.0,"The legacy of Billy Tipton, a 20th-century American jazz musician and trans icon, is brought to life by a diverse group of contemporary trans artists.",0.2759
224234,Rocks (2020),Drama,2020.0,"15-year-old Rocks fears that she and her little brother Emmanuel will be taken into care and forced apart if anyone finds out that their mother has left them. Against all odds, and with the help of her loyal friends, she evades the authorities and navigates the most defining days of her young life.",0.8297
224240,The Last Laugh (2020),Horror|Thriller,2020.0,A stand-up comedian on the verge of breakout success must make a terrible choice when he discovers a murderer on the loose in the theater where he's about to perform his biggest show.,0.392
224246,Forest Giant (2020),Drama,2020.0,"Pasi returns to his childhood town, asked to reconfigure the local plywood factory. With a child on the way with his upper-class wife, Pasi sees an opportunity – this is his ticket to climb the professional ladder in the company. On arrival, he bumps into his childhood friend Janne, who works in the factory he is about to downsize. Pasi begins to struggle with the fact that he is supposed to care for the profits – not for the people.",0.3868
224262,Love and Monsters (2020),Adventure,2020.0,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",4.3168
224264,Connected (2020),Adventure|Animation|Children|Comedy|Sci-Fi,2020.0,"A collaboration of Mamoru Oshii, Koji Morimoto, and KENWOOD. This short animation is inspired by ""Smart Headsets"" (earphones with AI assistant) that depicts future life with a unique interpretation, set in a fictitious city where devices have become commonplace.",0.1637
224266,Hubie Halloween (2020),Comedy,2020.0,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",2.0757
224268,Clouds (2020),Drama|Romance,2020.0,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",2.2346
224272,Secret Society of Second Born Royals (2020),Action|Adventure|Comedy|Fantasy,2020.0,"Sam is a teenage royal rebel, second in line to the throne of the kingdom of Illyria. Just as her disinterest in the royal way of life is at an all-time high, she discovers she has super-human abilities and is invited to join a secret society of similar extraordinary second-born royals charged with keeping the world safe.",2.3333
224276,Over the Moon (2020),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2020.0,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess.",2.2638
224278,This Is the Year (2020),Comedy|Drama,2020.0,A nebbish high school senior and his best friends embarks on a road trip to attend the greatest music festival of the year in a last-ditch effort to win over the girl of his dreams.,0.3126
224280,No Time to Die (2020),Action|Adventure|Mystery|Thriller,2020.0,,5.0
224300,Rose Matafeo: Horndog (2020),Comedy,2020.0,"Rose Matafeo has kissed nearly 10 men in her life, AKA she’s a total horndog. But what is horniness? Is it that intangible essence of excitement and adventure that has inspired humankind since the dawn of time? An understanding of the overwhelming power of love as the key to true personal flourishing? Or is it simply wanting to bone everyone, all the time? Recorded at The Ambassadors Theatre, London.",0.1256
224322,A normal world (2020),Drama,2020.0,"Ernesto learns that his mother has passed and yet worse that they plan to bury her in a graveyard. Determined to fulfill his late mum's wishes, he plans to steal the coffin.",0.2491
224330,The Secrets We Keep (2020),Thriller,2020.0,"In post-World War II America, a woman, rebuilding her life in the suburbs with her husband, kidnaps her neighbor and seeks vengeance for the heinous war crimes she believes he committed against her.",1.1138
